PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Alabama,2019,40,X,1.97633,X,X,X,X,X,X,937,101,47411
States,Alaska,2019,40,X,1.04516,X,X,X,X,X,X,53,18,5071
States,Arizona,2019,40,X,0.759506,X,X,X,X,X,X,161,51,21198
States,Arkansas,2019,40,X,1.19323,X,X,X,X,X,X,62,15,5196
States,California,2019,40,X,1.36469,X,X,X,X,X,X,769,118,56350
States,Colorado,2019,40,X,2.48564,X,X,X,X,X,X,870,69,35001
States,Connecticut,2019,40,X,1.24979,X,X,X,X,X,X,512,76,40967
States,Delaware,2019,40,X,0,X,X,X,X,X,X,0,6,1260
States,District of Columbia,2019,40,X,0.563736,X,X,X,X,X,X,67,4,11885
States,Florida,2019,40,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,40,X,2.38229,X,X,X,X,X,X,1995,95,83743
States,Hawaii,2019,40,X,2.31065,X,X,X,X,X,X,72,19,3116
States,Idaho,2019,40,X,0.615385,X,X,X,X,X,X,12,7,1950
States,Illinois,2019,40,X,1.40703,X,X,X,X,X,X,1157,183,82230
States,Indiana,2019,40,X,0.949495,X,X,X,X,X,X,47,25,4950
States,Iowa,2019,40,X,0.875912,X,X,X,X,X,X,60,19,6850
States,Kansas,2019,40,X,0.89368,X,X,X,X,X,X,126,30,14099
States,Kentucky,2019,40,X,1.24969,X,X,X,X,X,X,149,33,11923
States,Louisiana,2019,40,X,4.22762,X,X,X,X,X,X,2341,100,55374
States,Maine,2019,40,X,0.822834,X,X,X,X,X,X,128,54,15556
States,Maryland,2019,40,X,1.26484,X,X,X,X,X,X,667,74,52734
States,Massachusetts,2019,40,X,0.934375,X,X,X,X,X,X,555,72,59398
States,Michigan,2019,40,X,0.797603,X,X,X,X,X,X,181,73,22693
States,Minnesota,2019,40,X,2.42367,X,X,X,X,X,X,181,21,7468
States,Mississippi,2019,40,X,1.94113,X,X,X,X,X,X,364,44,18752
States,Missouri,2019,40,X,0.447427,X,X,X,X,X,X,16,16,3576
States,Montana,2019,40,X,1.00762,X,X,X,X,X,X,82,38,8138
States,Nebraska,2019,40,X,1.62049,X,X,X,X,X,X,186,65,11478
States,Nevada,2019,40,X,0.867925,X,X,X,X,X,X,92,28,10600
States,New Hampshire,2019,40,X,0.401786,X,X,X,X,X,X,9,13,2240
States,New Jersey,2019,40,X,2.00734,X,X,X,X,X,X,667,41,33228
States,New Mexico,2019,40,X,0.91895,X,X,X,X,X,X,211,52,22961
States,New York,2019,40,X,0.865685,X,X,X,X,X,X,518,131,59837
States,North Carolina,2019,40,X,1.08346,X,X,X,X,X,X,1200,155,110756
States,North Dakota,2019,40,X,0.920162,X,X,X,X,X,X,34,13,3695
States,Ohio,2019,40,X,0.616381,X,X,X,X,X,X,118,46,19144
States,Oklahoma,2019,40,X,1.35709,X,X,X,X,X,X,131,28,9653
States,Oregon,2019,40,X,1.09647,X,X,X,X,X,X,466,94,42500
States,Pennsylvania,2019,40,X,0.923485,X,X,X,X,X,X,487,124,52735
States,Rhode Island,2019,40,X,0.140801,X,X,X,X,X,X,9,23,6392
States,South Carolina,2019,40,X,2.03774,X,X,X,X,X,X,243,25,11925
States,South Dakota,2019,40,X,0.665014,X,X,X,X,X,X,110,30,16541
States,Tennessee,2019,40,X,1.59221,X,X,X,X,X,X,695,86,43650
States,Texas,2019,40,X,2.15822,X,X,X,X,X,X,637,114,29515
States,Utah,2019,40,X,1.48896,X,X,X,X,X,X,311,53,20887
States,Vermont,2019,40,X,0.867052,X,X,X,X,X,X,48,17,5536
States,Virginia,2019,40,X,1.70235,X,X,X,X,X,X,1691,151,99333
States,Washington,2019,40,X,0.968318,X,X,X,X,X,X,206,46,21274
States,West Virginia,2019,40,X,0.854292,X,X,X,X,X,X,143,56,16739
States,Wisconsin,2019,40,X,0.896348,X,X,X,X,X,X,243,46,27110
States,Wyoming,2019,40,X,1.1875,X,X,X,X,X,X,57,20,4800
States,Commonwealth of the Northern Mariana Islands,2019,40,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,40,X,8.41338,X,X,X,X,X,X,254,7,3019
States,Virgin Islands,2019,40,X,1.4218,X,X,X,X,X,X,12,4,844
States,New York City,2019,40,X,1.56645,X,X,X,X,X,X,1543,80,98503
States,Alabama,2019,41,X,1.8918,X,X,X,X,X,X,862,97,45565
States,Alaska,2019,41,X,2.3322,X,X,X,X,X,X,123,18,5274
States,Arizona,2019,41,X,0.806339,X,X,X,X,X,X,174,52,21579
States,Arkansas,2019,41,X,1.87593,X,X,X,X,X,X,101,15,5384
States,California,2019,41,X,1.51748,X,X,X,X,X,X,828,114,54564
States,Colorado,2019,41,X,2.51736,X,X,X,X,X,X,957,70,38016
States,Connecticut,2019,41,X,1.57002,X,X,X,X,X,X,662,80,42165
States,Delaware,2019,41,X,0.0737463,X,X,X,X,X,X,1,6,1356
States,District of Columbia,2019,41,X,1.47099,X,X,X,X,X,X,215,5,14616
States,Florida,2019,41,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,41,X,2.46907,X,X,X,X,X,X,1946,93,78815
States,Hawaii,2019,41,X,2.30917,X,X,X,X,X,X,72,19,3118
States,Idaho,2019,41,X,0.551572,X,X,X,X,X,X,10,7,1813
States,Illinois,2019,41,X,1.62847,X,X,X,X,X,X,1159,180,71171
States,Indiana,2019,41,X,1.11703,X,X,X,X,X,X,65,26,5819
States,Iowa,2019,41,X,0.788927,X,X,X,X,X,X,57,19,7225
States,Kansas,2019,41,X,1.24696,X,X,X,X,X,X,169,30,13553
States,Kentucky,2019,41,X,1.00082,X,X,X,X,X,X,110,35,10991
States,Louisiana,2019,41,X,4.32761,X,X,X,X,X,X,2318,98,53563
States,Maine,2019,41,X,0.894029,X,X,X,X,X,X,143,55,15995
States,Maryland,2019,41,X,1.44965,X,X,X,X,X,X,734,73,50633
States,Massachusetts,2019,41,X,1.0167,X,X,X,X,X,X,599,73,58916
States,Michigan,2019,41,X,0.924962,X,X,X,X,X,X,231,76,24974
States,Minnesota,2019,41,X,2.33836,X,X,X,X,X,X,183,21,7826
States,Mississippi,2019,41,X,2.03907,X,X,X,X,X,X,357,46,17508
States,Missouri,2019,41,X,0.35482,X,X,X,X,X,X,12,16,3382
States,Montana,2019,41,X,0.799842,X,X,X,X,X,X,81,40,10127
States,Nebraska,2019,41,X,1.85789,X,X,X,X,X,X,211,67,11357
States,Nevada,2019,41,X,0.819311,X,X,X,X,X,X,93,31,11351
States,New Hampshire,2019,41,X,0.186047,X,X,X,X,X,X,4,13,2150
States,New Jersey,2019,41,X,2.03954,X,X,X,X,X,X,653,41,32017
States,New Mexico,2019,41,X,1.12857,X,X,X,X,X,X,260,50,23038
States,New York,2019,41,X,1.00583,X,X,X,X,X,X,587,135,58360
States,North Carolina,2019,41,X,1.06877,X,X,X,X,X,X,1147,155,107320
States,North Dakota,2019,41,X,0.966184,X,X,X,X,X,X,36,14,3726
States,Ohio,2019,41,X,0.668931,X,X,X,X,X,X,130,49,19434
States,Oklahoma,2019,41,X,1.6426,X,X,X,X,X,X,157,28,9558
States,Oregon,2019,41,X,1.05654,X,X,X,X,X,X,450,95,42592
States,Pennsylvania,2019,41,X,1.01623,X,X,X,X,X,X,521,123,51268
States,Rhode Island,2019,41,X,0.372787,X,X,X,X,X,X,24,23,6438
States,South Carolina,2019,41,X,2.01056,X,X,X,X,X,X,217,25,10793
States,South Dakota,2019,41,X,0.596352,X,X,X,X,X,X,102,32,17104
States,Tennessee,2019,41,X,1.62558,X,X,X,X,X,X,668,85,41093
States,Texas,2019,41,X,2.54297,X,X,X,X,X,X,759,116,29847
States,Utah,2019,41,X,1.39894,X,X,X,X,X,X,288,53,20587
States,Vermont,2019,41,X,0.65842,X,X,X,X,X,X,33,17,5012
States,Virginia,2019,41,X,1.76111,X,X,X,X,X,X,1793,161,101811
States,Washington,2019,41,X,1.20809,X,X,X,X,X,X,258,57,21356
States,West Virginia,2019,41,X,0.986125,X,X,X,X,X,X,172,54,17442
States,Wisconsin,2019,41,X,1.39858,X,X,X,X,X,X,387,47,27671
States,Wyoming,2019,41,X,0.878697,X,X,X,X,X,X,41,20,4666
States,Commonwealth of the Northern Mariana Islands,2019,41,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,41,X,7.23751,X,X,X,X,X,X,284,7,3924
States,Virgin Islands,2019,41,X,1.67665,X,X,X,X,X,X,14,4,835
States,New York City,2019,41,X,1.49829,X,X,X,X,X,X,1443,76,96310
States,Alabama,2019,42,X,2.20263,X,X,X,X,X,X,947,97,42994
States,Alaska,2019,42,X,1.51976,X,X,X,X,X,X,80,18,5264
States,Arizona,2019,42,X,0.793689,X,X,X,X,X,X,164,51,20663
States,Arkansas,2019,42,X,2.03568,X,X,X,X,X,X,97,14,4765
States,California,2019,42,X,1.64009,X,X,X,X,X,X,898,118,54753
States,Colorado,2019,42,X,2.5526,X,X,X,X,X,X,979,70,38353
States,Connecticut,2019,42,X,1.79399,X,X,X,X,X,X,732,80,40803
States,Delaware,2019,42,X,0,X,X,X,X,X,X,0,6,1325
States,District of Columbia,2019,42,X,1.60263,X,X,X,X,X,X,224,5,13977
States,Florida,2019,42,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,42,X,2.52376,X,X,X,X,X,X,1981,95,78494
States,Hawaii,2019,42,X,2.59965,X,X,X,X,X,X,75,19,2885
States,Idaho,2019,42,X,0.448654,X,X,X,X,X,X,9,8,2006
States,Illinois,2019,42,X,1.74196,X,X,X,X,X,X,1350,181,77499
States,Indiana,2019,42,X,0.853706,X,X,X,X,X,X,44,25,5154
States,Iowa,2019,42,X,0.842804,X,X,X,X,X,X,66,19,7831
States,Kansas,2019,42,X,1.28422,X,X,X,X,X,X,182,30,14172
States,Kentucky,2019,42,X,1.41443,X,X,X,X,X,X,190,37,13433
States,Louisiana,2019,42,X,4.76414,X,X,X,X,X,X,2534,98,53189
States,Maine,2019,42,X,0.935829,X,X,X,X,X,X,147,55,15708
States,Maryland,2019,42,X,1.34313,X,X,X,X,X,X,649,74,48320
States,Massachusetts,2019,42,X,1.05407,X,X,X,X,X,X,632,78,59958
States,Michigan,2019,42,X,0.947571,X,X,X,X,X,X,227,75,23956
States,Minnesota,2019,42,X,2.21124,X,X,X,X,X,X,179,21,8095
States,Mississippi,2019,42,X,2.07059,X,X,X,X,X,X,369,46,17821
States,Missouri,2019,42,X,0.56164,X,X,X,X,X,X,20,15,3561
States,Montana,2019,42,X,0.682563,X,X,X,X,X,X,75,41,10988
States,Nebraska,2019,42,X,2.30471,X,X,X,X,X,X,285,66,12366
States,Nevada,2019,42,X,1.22039,X,X,X,X,X,X,136,31,11144
States,New Hampshire,2019,42,X,0.416281,X,X,X,X,X,X,9,13,2162
States,New Jersey,2019,42,X,2.56547,X,X,X,X,X,X,819,41,31924
States,New Mexico,2019,42,X,1.40313,X,X,X,X,X,X,338,52,24089
States,New York,2019,42,X,1.09797,X,X,X,X,X,X,622,136,56650
States,North Carolina,2019,42,X,1.21792,X,X,X,X,X,X,1259,160,103373
States,North Dakota,2019,42,X,1.2691,X,X,X,X,X,X,49,15,3861
States,Ohio,2019,42,X,0.712468,X,X,X,X,X,X,140,49,19650
States,Oklahoma,2019,42,X,1.9705,X,X,X,X,X,X,187,28,9490
States,Oregon,2019,42,X,1.19831,X,X,X,X,X,X,517,95,43144
States,Pennsylvania,2019,42,X,1.21071,X,X,X,X,X,X,594,122,49062
States,Rhode Island,2019,42,X,0.298174,X,X,X,X,X,X,16,22,5366
States,South Carolina,2019,42,X,2.34589,X,X,X,X,X,X,223,25,9506
States,South Dakota,2019,42,X,0.694369,X,X,X,X,X,X,127,32,18290
States,Tennessee,2019,42,X,1.69618,X,X,X,X,X,X,705,90,41564
States,Texas,2019,42,X,2.55285,X,X,X,X,X,X,768,119,30084
States,Utah,2019,42,X,1.72846,X,X,X,X,X,X,372,53,21522
States,Vermont,2019,42,X,1.03608,X,X,X,X,X,X,56,17,5405
States,Virginia,2019,42,X,1.97288,X,X,X,X,X,X,1919,156,97269
States,Washington,2019,42,X,1.32254,X,X,X,X,X,X,286,56,21625
States,West Virginia,2019,42,X,0.980278,X,X,X,X,X,X,168,54,17138
States,Wisconsin,2019,42,X,1.46365,X,X,X,X,X,X,394,48,26919
States,Wyoming,2019,42,X,1.02179,X,X,X,X,X,X,53,21,5187
States,Commonwealth of the Northern Mariana Islands,2019,42,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,42,X,8.39281,X,X,X,X,X,X,341,9,4063
States,Virgin Islands,2019,42,X,1.12923,X,X,X,X,X,X,9,3,797
States,New York City,2019,42,X,1.61493,X,X,X,X,X,X,1569,75,97156
States,Alabama,2019,43,X,2.35066,X,X,X,X,X,X,1066,96,45349
States,Alaska,2019,43,X,1.42744,X,X,X,X,X,X,72,18,5044
States,Arizona,2019,43,X,0.87244,X,X,X,X,X,X,190,52,21778
States,Arkansas,2019,43,X,1.7754,X,X,X,X,X,X,83,14,4675
States,California,2019,43,X,1.74534,X,X,X,X,X,X,988,116,56608
States,Colorado,2019,43,X,2.65636,X,X,X,X,X,X,1007,70,37909
States,Connecticut,2019,43,X,1.76784,X,X,X,X,X,X,731,77,41350
States,Delaware,2019,43,X,0.0747943,X,X,X,X,X,X,1,6,1337
States,District of Columbia,2019,43,X,1.66477,X,X,X,X,X,X,234,5,14056
States,Florida,2019,43,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,43,X,3.02401,X,X,X,X,X,X,2387,93,78935
States,Hawaii,2019,43,X,2.56237,X,X,X,X,X,X,76,19,2966
States,Idaho,2019,43,X,0.780312,X,X,X,X,X,X,13,6,1666
States,Illinois,2019,43,X,1.89874,X,X,X,X,X,X,1667,193,87795
States,Indiana,2019,43,X,1.1562,X,X,X,X,X,X,53,24,4584
States,Iowa,2019,43,X,1.00646,X,X,X,X,X,X,81,20,8048
States,Kansas,2019,43,X,1.41598,X,X,X,X,X,X,204,31,14407
States,Kentucky,2019,43,X,1.59703,X,X,X,X,X,X,224,42,14026
States,Louisiana,2019,43,X,5.41898,X,X,X,X,X,X,2923,101,53940
States,Maine,2019,43,X,0.924604,X,X,X,X,X,X,149,55,16115
States,Maryland,2019,43,X,1.50493,X,X,X,X,X,X,763,74,50700
States,Massachusetts,2019,43,X,0.989778,X,X,X,X,X,X,611,77,61731
States,Michigan,2019,43,X,0.838431,X,X,X,X,X,X,233,78,27790
States,Minnesota,2019,43,X,2.39513,X,X,X,X,X,X,181,21,7557
States,Mississippi,2019,43,X,2.96099,X,X,X,X,X,X,545,47,18406
States,Missouri,2019,43,X,0.718034,X,X,X,X,X,X,26,15,3621
States,Montana,2019,43,X,0.760525,X,X,X,X,X,X,84,41,11045
States,Nebraska,2019,43,X,2.12993,X,X,X,X,X,X,259,66,12160
States,Nevada,2019,43,X,1.23402,X,X,X,X,X,X,138,32,11183
States,New Hampshire,2019,43,X,0.655594,X,X,X,X,X,X,15,13,2288
States,New Jersey,2019,43,X,2.32372,X,X,X,X,X,X,756,41,32534
States,New Mexico,2019,43,X,1.60244,X,X,X,X,X,X,383,51,23901
States,New York,2019,43,X,1.03963,X,X,X,X,X,X,626,138,60214
States,North Carolina,2019,43,X,1.27893,X,X,X,X,X,X,1393,165,108919
States,North Dakota,2019,43,X,1.11292,X,X,X,X,X,X,41,15,3684
States,Ohio,2019,43,X,0.969159,X,X,X,X,X,X,192,51,19811
States,Oklahoma,2019,43,X,1.96691,X,X,X,X,X,X,189,30,9609
States,Oregon,2019,43,X,1.22809,X,X,X,X,X,X,524,95,42668
States,Pennsylvania,2019,43,X,1.3788,X,X,X,X,X,X,746,129,54105
States,Rhode Island,2019,43,X,0.307929,X,X,X,X,X,X,20,23,6495
States,South Carolina,2019,43,X,2.54701,X,X,X,X,X,X,256,26,10051
States,South Dakota,2019,43,X,0.724848,X,X,X,X,X,X,125,31,17245
States,Tennessee,2019,43,X,1.87105,X,X,X,X,X,X,785,87,41955
States,Texas,2019,43,X,3.23872,X,X,X,X,X,X,987,117,30475
States,Utah,2019,43,X,1.90343,X,X,X,X,X,X,408,53,21435
States,Vermont,2019,43,X,0.871755,X,X,X,X,X,X,45,17,5162
States,Virginia,2019,43,X,2.08905,X,X,X,X,X,X,2123,162,101625
States,Washington,2019,43,X,1.03806,X,X,X,X,X,X,222,58,21386
States,West Virginia,2019,43,X,1.24357,X,X,X,X,X,X,215,54,17289
States,Wisconsin,2019,43,X,1.13669,X,X,X,X,X,X,276,46,24281
States,Wyoming,2019,43,X,1.00751,X,X,X,X,X,X,51,21,5062
States,Commonwealth of the Northern Mariana Islands,2019,43,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,43,X,5.0616,X,X,X,X,X,X,189,9,3734
States,Virgin Islands,2019,43,X,0.338409,X,X,X,X,X,X,2,2,591
States,New York City,2019,43,X,1.81585,X,X,X,X,X,X,1798,74,99017
States,Alabama,2019,44,X,2.64992,X,X,X,X,X,X,1209,97,45624
States,Alaska,2019,44,X,1.51358,X,X,X,X,X,X,73,17,4823
States,Arizona,2019,44,X,0.896432,X,X,X,X,X,X,197,51,21976
States,Arkansas,2019,44,X,2.38727,X,X,X,X,X,X,117,15,4901
States,California,2019,44,X,1.87471,X,X,X,X,X,X,1016,119,54195
States,Colorado,2019,44,X,2.7934,X,X,X,X,X,X,919,70,32899
States,Connecticut,2019,44,X,1.81377,X,X,X,X,X,X,762,85,42012
States,Delaware,2019,44,X,0.437318,X,X,X,X,X,X,6,6,1372
States,District of Columbia,2019,44,X,1.75464,X,X,X,X,X,X,246,5,14020
States,Florida,2019,44,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,44,X,3.36307,X,X,X,X,X,X,2571,92,76448
States,Hawaii,2019,44,X,2.73063,X,X,X,X,X,X,74,18,2710
States,Idaho,2019,44,X,1.00503,X,X,X,X,X,X,18,7,1791
States,Illinois,2019,44,X,1.82622,X,X,X,X,X,X,1537,194,84163
States,Indiana,2019,44,X,1.38889,X,X,X,X,X,X,75,25,5400
States,Iowa,2019,44,X,0.939029,X,X,X,X,X,X,71,20,7561
States,Kansas,2019,44,X,1.53271,X,X,X,X,X,X,201,31,13114
States,Kentucky,2019,44,X,1.93466,X,X,X,X,X,X,257,43,13284
States,Louisiana,2019,44,X,6.67142,X,X,X,X,X,X,3552,101,53242
States,Maine,2019,44,X,0.933496,X,X,X,X,X,X,145,55,15533
States,Maryland,2019,44,X,1.65202,X,X,X,X,X,X,825,72,49939
States,Massachusetts,2019,44,X,1.06684,X,X,X,X,X,X,648,78,60740
States,Michigan,2019,44,X,0.990705,X,X,X,X,X,X,259,78,26143
States,Minnesota,2019,44,X,2.40882,X,X,X,X,X,X,177,20,7348
States,Mississippi,2019,44,X,2.62253,X,X,X,X,X,X,465,47,17731
States,Missouri,2019,44,X,0.960096,X,X,X,X,X,X,32,14,3333
States,Montana,2019,44,X,0.796503,X,X,X,X,X,X,82,42,10295
States,Nebraska,2019,44,X,2.07411,X,X,X,X,X,X,239,67,11523
States,Nevada,2019,44,X,1.64921,X,X,X,X,X,X,189,32,11460
States,New Hampshire,2019,44,X,0.640478,X,X,X,X,X,X,15,13,2342
States,New Jersey,2019,44,X,2.62045,X,X,X,X,X,X,799,40,30491
States,New Mexico,2019,44,X,1.62342,X,X,X,X,X,X,366,50,22545
States,New York,2019,44,X,1.23284,X,X,X,X,X,X,712,138,57753
States,North Carolina,2019,44,X,1.28423,X,X,X,X,X,X,1406,168,109482
States,North Dakota,2019,44,X,1.26832,X,X,X,X,X,X,45,15,3548
States,Ohio,2019,44,X,0.86353,X,X,X,X,X,X,158,50,18297
States,Oklahoma,2019,44,X,2.42398,X,X,X,X,X,X,228,28,9406
States,Oregon,2019,44,X,1.17474,X,X,X,X,X,X,479,98,40775
States,Pennsylvania,2019,44,X,1.20103,X,X,X,X,X,X,637,125,53038
States,Rhode Island,2019,44,X,0.326391,X,X,X,X,X,X,21,23,6434
States,South Carolina,2019,44,X,2.50265,X,X,X,X,X,X,236,26,9430
States,South Dakota,2019,44,X,0.782453,X,X,X,X,X,X,127,31,16231
States,Tennessee,2019,44,X,2.14267,X,X,X,X,X,X,881,87,41117
States,Texas,2019,44,X,3.70212,X,X,X,X,X,X,1124,121,30361
States,Utah,2019,44,X,1.77771,X,X,X,X,X,X,337,53,18957
States,Vermont,2019,44,X,0.955005,X,X,X,X,X,X,52,17,5445
States,Virginia,2019,44,X,2.09611,X,X,X,X,X,X,2085,159,99470
States,Washington,2019,44,X,1.27472,X,X,X,X,X,X,263,58,20632
States,West Virginia,2019,44,X,1.22906,X,X,X,X,X,X,201,53,16354
States,Wisconsin,2019,44,X,1.46941,X,X,X,X,X,X,385,45,26201
States,Wyoming,2019,44,X,1.15546,X,X,X,X,X,X,55,21,4760
States,Commonwealth of the Northern Mariana Islands,2019,44,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,44,X,5.73197,X,X,X,X,X,X,213,9,3716
States,Virgin Islands,2019,44,X,1.08844,X,X,X,X,X,X,8,3,735
States,New York City,2019,44,X,2.00445,X,X,X,X,X,X,1965,73,98032
States,Alabama,2019,45,X,3.3596,X,X,X,X,X,X,1603,98,47714
States,Alaska,2019,45,X,2.40385,X,X,X,X,X,X,115,18,4784
States,Arizona,2019,45,X,1.6691,X,X,X,X,X,X,389,54,23306
States,Arkansas,2019,45,X,2.61617,X,X,X,X,X,X,134,15,5122
States,California,2019,45,X,2.19898,X,X,X,X,X,X,1253,122,56981
States,Colorado,2019,45,X,2.6835,X,X,X,X,X,X,982,70,36594
States,Connecticut,2019,45,X,2.02184,X,X,X,X,X,X,811,77,40112
States,Delaware,2019,45,X,0.1554,X,X,X,X,X,X,2,6,1287
States,District of Columbia,2019,45,X,1.87777,X,X,X,X,X,X,275,5,14645
States,Florida,2019,45,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,45,X,3.91387,X,X,X,X,X,X,3168,94,80943
States,Hawaii,2019,45,X,2.03448,X,X,X,X,X,X,59,18,2900
States,Idaho,2019,45,X,0.777706,X,X,X,X,X,X,12,7,1543
States,Illinois,2019,45,X,1.86087,X,X,X,X,X,X,1590,193,85444
States,Indiana,2019,45,X,1.44112,X,X,X,X,X,X,82,26,5690
States,Iowa,2019,45,X,1.0789,X,X,X,X,X,X,83,20,7693
States,Kansas,2019,45,X,1.48686,X,X,X,X,X,X,215,32,14460
States,Kentucky,2019,45,X,2.08395,X,X,X,X,X,X,283,43,13580
States,Louisiana,2019,45,X,8.44111,X,X,X,X,X,X,4719,104,55905
States,Maine,2019,45,X,0.934091,X,X,X,X,X,X,143,55,15309
States,Maryland,2019,45,X,1.85614,X,X,X,X,X,X,913,72,49188
States,Massachusetts,2019,45,X,1.22268,X,X,X,X,X,X,754,78,61668
States,Michigan,2019,45,X,0.998877,X,X,X,X,X,X,258,81,25829
States,Minnesota,2019,45,X,2.27738,X,X,X,X,X,X,178,20,7816
States,Mississippi,2019,45,X,4.07347,X,X,X,X,X,X,774,46,19001
States,Missouri,2019,45,X,0.796601,X,X,X,X,X,X,30,15,3766
States,Montana,2019,45,X,0.930997,X,X,X,X,X,X,102,41,10956
States,Nebraska,2019,45,X,2.36472,X,X,X,X,X,X,274,65,11587
States,Nevada,2019,45,X,2.36328,X,X,X,X,X,X,293,32,12398
States,New Hampshire,2019,45,X,0.957156,X,X,X,X,X,X,21,13,2194
States,New Jersey,2019,45,X,2.78597,X,X,X,X,X,X,869,41,31192
States,New Mexico,2019,45,X,2.01753,X,X,X,X,X,X,495,51,24535
States,New York,2019,45,X,1.29974,X,X,X,X,X,X,734,137,56473
States,North Carolina,2019,45,X,1.48236,X,X,X,X,X,X,1546,168,104293
States,North Dakota,2019,45,X,1.46671,X,X,X,X,X,X,50,12,3409
States,Ohio,2019,45,X,0.960314,X,X,X,X,X,X,196,51,20410
States,Oklahoma,2019,45,X,2.69122,X,X,X,X,X,X,266,30,9884
States,Oregon,2019,45,X,1.26901,X,X,X,X,X,X,514,96,40504
States,Pennsylvania,2019,45,X,1.42205,X,X,X,X,X,X,735,129,51686
States,Rhode Island,2019,45,X,0.228973,X,X,X,X,X,X,15,23,6551
States,South Carolina,2019,45,X,3.33957,X,X,X,X,X,X,339,26,10151
States,South Dakota,2019,45,X,0.804734,X,X,X,X,X,X,136,31,16900
States,Tennessee,2019,45,X,2.60294,X,X,X,X,X,X,1093,88,41991
States,Texas,2019,45,X,4.73487,X,X,X,X,X,X,1501,116,31701
States,Utah,2019,45,X,2.24445,X,X,X,X,X,X,451,52,20094
States,Vermont,2019,45,X,1.18386,X,X,X,X,X,X,66,17,5575
States,Virginia,2019,45,X,2.20508,X,X,X,X,X,X,2196,162,99588
States,Washington,2019,45,X,1.38184,X,X,X,X,X,X,245,58,17730
States,West Virginia,2019,45,X,1.41958,X,X,X,X,X,X,257,54,18104
States,Wisconsin,2019,45,X,1.67668,X,X,X,X,X,X,441,47,26302
States,Wyoming,2019,45,X,1.0495,X,X,X,X,X,X,53,21,5050
States,Commonwealth of the Northern Mariana Islands,2019,45,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,45,X,5.19816,X,X,X,X,X,X,282,12,5425
States,Virgin Islands,2019,45,X,1.22699,X,X,X,X,X,X,8,2,652
States,New York City,2019,45,X,2.31827,X,X,X,X,X,X,2302,76,99298
States,Alabama,2019,46,X,3.65487,X,X,X,X,X,X,1724,97,47170
States,Alaska,2019,46,X,2.78923,X,X,X,X,X,X,115,17,4123
States,Arizona,2019,46,X,1.88779,X,X,X,X,X,X,429,54,22725
States,Arkansas,2019,46,X,3.72257,X,X,X,X,X,X,190,15,5104
States,California,2019,46,X,2.44972,X,X,X,X,X,X,1480,123,60415
States,Colorado,2019,46,X,2.98331,X,X,X,X,X,X,1112,70,37274
States,Connecticut,2019,46,X,2.02981,X,X,X,X,X,X,824,77,40595
States,Delaware,2019,46,X,0.0795545,X,X,X,X,X,X,1,6,1257
States,District of Columbia,2019,46,X,1.79881,X,X,X,X,X,X,238,5,13231
States,Florida,2019,46,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,46,X,4.49702,X,X,X,X,X,X,3545,93,78830
States,Hawaii,2019,46,X,2.73814,X,X,X,X,X,X,71,17,2593
States,Idaho,2019,46,X,0.352319,X,X,X,X,X,X,6,8,1703
States,Illinois,2019,46,X,2.01101,X,X,X,X,X,X,1662,193,82645
States,Indiana,2019,46,X,1.80357,X,X,X,X,X,X,101,26,5600
States,Iowa,2019,46,X,1.10834,X,X,X,X,X,X,80,20,7218
States,Kansas,2019,46,X,1.77803,X,X,X,X,X,X,248,32,13948
States,Kentucky,2019,46,X,2.51122,X,X,X,X,X,X,330,43,13141
States,Louisiana,2019,46,X,9.57975,X,X,X,X,X,X,5398,102,56348
States,Maine,2019,46,X,1.10982,X,X,X,X,X,X,162,55,14597
States,Maryland,2019,46,X,2.16577,X,X,X,X,X,X,1064,73,49128
States,Massachusetts,2019,46,X,1.46429,X,X,X,X,X,X,868,76,59278
States,Michigan,2019,46,X,1.04618,X,X,X,X,X,X,285,83,27242
States,Minnesota,2019,46,X,2.43498,X,X,X,X,X,X,191,21,7844
States,Mississippi,2019,46,X,5.02775,X,X,X,X,X,X,897,46,17841
States,Missouri,2019,46,X,1.57008,X,X,X,X,X,X,55,14,3503
States,Montana,2019,46,X,1.1386,X,X,X,X,X,X,104,40,9134
